dealer_name,brand,model,year_of_release,country_of_origin,fuel_type,engine_volume,transmission_box,drive_type,region,quantity,price_USD,sale_USD,area,segment_2013,class_2013,sale_date,sale_quarter,car_age
Mercur Auto,Audi,A3,2018,DEU,F,1.4,Автомат,FWD,Алматы,1,28115.0,28115.0,Алматинская Область,Легковые автомобили,C класс,2019-05-31,2,1
Mercur Auto,Audi,A3,2018,DEU,F,1.4,Автомат,FWD,Алматы,1,32246.99,32246.99,Алматинская Область,Легковые автомобили,C класс,2019-08-31,3,1
Mercur Auto,Audi,A4,2018,DEU,F,1.4,Автомат,FWD,Алматы,1,32000.0,32000.0,Алматинская Область,Легковые автомобили,D класс,2019-04-30,2,1
Mercur Auto,Audi,A4,2018,DEU,F,1.4,Автомат,FWD,Алматы,1,31929.0,31929.0,Алматинская Область,Легковые автомобили,D класс,2019-07-31,3,1
Mercur Auto,Audi,A6,2017,DEU,F,2.0,Автомат,AWD,Нур-Султан,1,42608.25,42608.25,Акмолинская Область,Легковые автомобили,E класс,2019-02-28,1,2
Mercur Auto,Audi,A6,2019,DEU,F,3.0,Автомат,AWD,Алматы,1,82344.0,82344.0,Алматинская Область,Легковые автомобили,E класс,2019-05-31,2,0
Mercur Auto,Audi,A6,2019,DEU,F,3.0,Автомат,AWD,Алматы,1,78940.0,78940.0,Алматинская Область,Легковые автомобили,E класс,2019-06-30,2,0
Mercur Auto,Audi,A6,2017,DEU,F,3.0,Автомат,AWD,Алматы,1,64474.0,64474.0,Алматинская Область,Легковые автомобили,E класс,2019-06-30,2,2
Mercur Auto,Audi,A6,2019,DEU,F,3.0,Автомат,AWD,Алматы,1,84329.0,84329.0,Алматинская Область,Легковые автомобили,E класс,2019-07-31,3,0
Mercur Auto,Audi,A6,2019,DEU,F,3.0,Автомат,AWD,Нур-Султан,1,88028.63,88028.63,Акмолинская Область,Легковые автомобили,E класс,2019-08-31,3,0
Mercur Auto,Audi,A6,2019,DEU,F,3.0,Автомат,AWD,Алматы,1,88028.63,88028.63,Алматинская Область,Легковые автомобили,E класс,2019-08-31,3,0
Mercur Auto,Audi,A7,2018,DEU,F,3.0,Автомат,AWD,Алматы,1,91600.0,91600.0,Алматинская Область,Легковые автомобили,E класс,2019-09-30,3,1
Mercur Auto,Audi,A7,2018,DEU,F,3.0,Автомат,AWD,Алматы,1,79500.0,79500.0,Алматинская Область,Легковые автомобили,E класс,2019-09-30,3,1
Mercur Auto,Audi,A8,2018,DEU,F,3.0,Автомат,AWD,Алматы,1,129935.21,129935.21,Алматинская Область,Легковые автомобили,F класс,2019-01-31,1,1
Mercur Auto,Audi,A8,2018,DEU,F,3.0,Автомат,AWD,Алматы,1,91132.0,91132.0,Алматинская Область,Легковые автомобили,F класс,2019-07-31,3,1
Mercur Auto,Audi,A8,2018,DEU,F,3.0,Автомат,AWD,Алматы,1,121300.0,121300.0,Алматинская Область,Легковые автомобили,F класс,2019-09-30,3,1
Mercur Auto,Audi,A8,2018,DEU,F,3.0,Автомат,AWD,Алматы,1,124300.0,124300.0,Алматинская Область,Легковые автомобили,F класс,2019-09-30,3,1
Mercur Auto,Audi,Q5,2017,DEU,F,2.0,Автомат,AWD,Алматы,1,47835.59,47835.59,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-01-31,1,2
Mercur Auto,Audi,Q5,2017,DEU,F,2.0,Автомат,AWD,Алматы,1,49296.33,49296.33,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-02-28,1,2
Mercur Auto,Audi,Q5,2017,DEU,F,2.0,Автомат,AWD,Нур-Султан,1,49100.0,49100.0,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-03-31,1,2
Mercur Auto,Audi,Q5,2017,DEU,F,2.0,Автомат,AWD,Алматы,1,56563.0,56563.0,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-03-31,1,2
Mercur Auto,Audi,Q5,2017,DEU,F,2.0,Автомат,AWD,Алматы,1,56250.0,56250.0,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-03-31,1,2
Mercur Auto,Audi,Q5,2017,DEU,F,2.0,Автомат,AWD,Алматы,1,56719.0,56719.0,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-03-31,1,2
Mercur Auto,Audi,Q5,2017,DEU,F,2.0,Автомат,AWD,Алматы,1,58750.0,58750.0,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-03-31,1,2
Mercur Auto,Audi,Q5,2017,DEU,F,2.0,Автомат,AWD,Нур-Султан,1,58723.47,58723.47,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-08-31,3,2
Mercur Auto,Audi,Q7,2017,DEU,F,3.0,Автомат,AWD,Алматы,1,88750.0,88750.0,Алматинская Область,Внедорожники,Полноразмерные SUV,2019-03-31,1,2
Mercur Auto,Audi,Q7,2018,DEU,D,3.0,Автомат,AWD,Алматы,1,72108.0,72108.0,Алматинская Область,Внедорожники,Полноразмерные SUV,2019-05-31,2,1
Mercur Auto,Audi,Q7,2017,DEU,F,3.0,Автомат,AWD,Нур-Султан,1,72215.0,72215.0,Акмолинская Область,Внедорожники,Полноразмерные SUV,2019-05-31,2,2
Автоцентр-Бавария,BMW,3 серия,2019,DEU,F,2.0,Автомат,RWD,Нур-Султан,2,41038.5,82077.0,Акмолинская Область,Легковые автомобили,D класс,2019-05-31,2,0
Автоцентр-Бавария,BMW,3 серия,2018,DEU,F,2.0,Автомат,RWD,Алматы,1,40635.44,40635.44,Алматинская Область,Легковые автомобили,D класс,2019-07-31,3,1
Автоцентр-Бавария,BMW,5 серия,2018,DEU,F,2.0,Автомат,RWD,Нур-Султан,1,45118.74,45118.74,Акмолинская Область,Легковые автомобили,E класс,2019-01-31,1,1
Автоцентр-Бавария,BMW,5 серия,2018,DEU,F,2.0,Автомат,RWD,Алматы,1,45118.74,45118.74,Алматинская Область,Легковые автомобили,E класс,2019-01-31,1,1
Автоцентр-Бавария,BMW,5 серия,2018,DEU,F,2.0,Автомат,RWD,Алматы,1,37560.19,37560.19,Алматинская Область,Легковые автомобили,E класс,2019-01-31,1,1
Автоцентр-Бавария,BMW,5 серия,2018,DEU,F,2.0,Автомат,RWD,Нур-Султан,1,37611.1,37611.1,Акмолинская Область,Легковые автомобили,E класс,2019-02-28,1,1
Автоцентр-Бавария,BMW,5 серия,2018,DEU,F,2.0,Автомат,AWD,Нур-Султан,1,50769.17,50769.17,Акмолинская Область,Легковые автомобили,E класс,2019-02-28,1,1
Автоцентр-Бавария,BMW,5 серия,2018,DEU,F,2.0,Автомат,AWD,Алматы,1,50769.17,50769.17,Алматинская Область,Легковые автомобили,E класс,2019-02-28,1,1
Автоцентр-Бавария,BMW,5 серия,2018,DEU,F,2.0,Автомат,AWD,Нур-Султан,4,50885.94,203543.77,Акмолинская Область,Легковые автомобили,E класс,2019-03-31,1,1
Автоцентр-Бавария,BMW,5 серия,2018,DEU,F,2.0,Автомат,RWD,Нур-Султан,2,45283.82,90567.64,Акмолинская Область,Легковые автомобили,E класс,2019-03-31,1,1
Автоцентр-Бавария,BMW,5 серия,2018,DEU,F,2.0,Автомат,RWD,Нур-Султан,1,37697.61,37697.61,Акмолинская Область,Легковые автомобили,E класс,2019-03-31,1,1
Автоцентр-Бавария,BMW,5 серия,2018,DEU,F,2.0,Автомат,AWD,Алматы,2,50885.94,101771.88,Алматинская Область,Легковые автомобили,E класс,2019-03-31,1,1
Автоцентр-Бавария,BMW,5 серия,2019,DEU,F,4.4,Автомат,AWD,Нур-Султан,1,121724.06,121724.06,Акмолинская Область,Легковые автомобили,E класс,2019-04-30,2,0
Автоцентр-Бавария,BMW,5 серия,2019,DEU,F,2.0,Автомат,AWD,Нур-Султан,3,50544.46,151633.39,Акмолинская Область,Легковые автомобили,E класс,2019-04-30,2,0
Автоцентр-Бавария,BMW,5 серия,2019,DEU,F,4.4,Автомат,AWD,Алматы,1,121724.06,121724.06,Алматинская Область,Легковые автомобили,E класс,2019-04-30,2,0
Автоцентр-Бавария,BMW,5 серия,2019,DEU,F,2.0,Автомат,AWD,Алматы,3,50544.46,151633.39,Алматинская Область,Легковые автомобили,E класс,2019-04-30,2,0
Автоцентр-Бавария,BMW,5 серия,2018,DEU,F,2.0,Автомат,AWD,Усть-Каменогорск,1,48996.11,48996.11,Восточно-Казахстанская Область,Легковые автомобили,E класс,2019-05-31,2,1
Автоцентр-Бавария,BMW,5 серия,2018,DEU,F,2.0,Автомат,AWD,Нур-Султан,1,48996.11,48996.11,Акмолинская Область,Легковые автомобили,E класс,2019-05-31,2,1
Автоцентр-Бавария,BMW,5 серия,2018,DEU,F,2.0,Автомат,AWD,Алматы,1,48996.11,48996.11,Алматинская Область,Легковые автомобили,E класс,2019-05-31,2,1
Автоцентр-Бавария,BMW,5 серия,2019,DEU,F,2.0,Автомат,AWD,Нур-Султан,2,48739.11,97478.21,Акмолинская Область,Легковые автомобили,E класс,2019-06-30,2,0
Автоцентр-Бавария,BMW,5 серия,2019,DEU,F,2.0,Автомат,RWD,Нур-Султан,1,43311.09,43311.09,Акмолинская Область,Легковые автомобили,E класс,2019-06-30,2,0
Автоцентр-Бавария,BMW,5 серия,2019,DEU,F,2.0,Автомат,RWD,Нур-Султан,1,35960.64,35960.64,Акмолинская Область,Легковые автомобили,E класс,2019-06-30,2,0
Автоцентр-Бавария,BMW,5 серия,2019,DEU,F,2.0,Автомат,RWD,Алматы,1,43311.09,43311.09,Алматинская Область,Легковые автомобили,E класс,2019-06-30,2,0
Автоцентр-Бавария,BMW,5 серия,2019,DEU,F,2.0,Автомат,AWD,Нур-Султан,1,48514.89,48514.89,Акмолинская Область,Легковые автомобили,E класс,2019-07-31,3,0
Автоцентр-Бавария,BMW,5 серия,2019,DEU,F,2.0,Автомат,AWD,Нур-Султан,1,48148.71,48148.71,Акмолинская Область,Легковые автомобили,E класс,2019-08-31,3,0
Автоцентр-Бавария,BMW,5 серия,2019,DEU,F,2.0,Автомат,AWD,Алматы,2,48148.71,96297.42,Алматинская Область,Легковые автомобили,E класс,2019-08-31,3,0
Автоцентр-Бавария,BMW,5 серия,2019,DEU,F,2.0,Автомат,RWD,Алматы,1,42746.53,42746.53,Алматинская Область,Легковые автомобили,E класс,2019-09-30,3,0
Автоцентр-Бавария,BMW,5 серия,2019,DEU,F,2.0,Автомат,AWD,Алматы,2,48103.8,96207.59,Алматинская Область,Легковые автомобили,E класс,2019-09-30,3,0
Автоцентр-Бавария,BMW,5 серия,2019,DEU,F,2.0,Автомат,AWD,Нур-Султан,4,48103.8,192415.19,Акмолинская Область,Легковые автомобили,E класс,2019-09-30,3,0
Автоцентр-Бавария,BMW,5 серия,2019,DEU,F,2.0,Автомат,AWD,Усть-Каменогорск,1,48103.8,48103.8,Восточно-Казахстанская Область,Легковые автомобили,E класс,2019-09-30,3,0
Автоцентр-Бавария,BMW,5 серия,2019,DEU,F,2.0,Автомат,AWD,Уральск,1,48103.8,48103.8,Западно-Казахстанская Область,Легковые автомобили,E класс,2019-09-30,3,0
Автоцентр-Бавария,BMW,6 серия,2018,DEU,F,2.0,Автомат,RWD,Алматы,1,53491.29,53491.29,Алматинская Область,Легковые автомобили,Спортивные автомобили,2019-01-31,1,1
Автоцентр-Бавария,BMW,7 серия,2018,DEU,F,4.4,Автомат,AWD,Алматы,1,107360.49,107360.49,Алматинская Область,Легковые автомобили,F класс,2019-02-28,1,1
Автоцентр-Бавария,BMW,7 серия,2019,DEU,F,6.6,Автомат,AWD,Алматы,1,144373.68,144373.68,Алматинская Область,Легковые автомобили,F класс,2019-05-31,2,0
Автоцентр-Бавария,BMW,7 серия,2019,DEU,F,3.0,Автомат,AWD,Алматы,2,93090.05,186180.1,Алматинская Область,Легковые автомобили,F класс,2019-07-31,3,0
Автоцентр-Бавария,BMW,7 серия,2019,DEU,F,3.0,Автомат,AWD,Алматы,1,92387.44,92387.44,Алматинская Область,Легковые автомобили,F класс,2019-08-31,3,0
Автоцентр-Бавария,BMW,7 серия,2019,DEU,F,3.0,Автомат,AWD,Алматы,1,92301.25,92301.25,Алматинская Область,Легковые автомобили,F класс,2019-09-30,3,0
Автоцентр-Бавария,BMW,7 серия,2019,DEU,F,6.6,Автомат,AWD,Алматы,1,141744.37,141744.37,Алматинская Область,Легковые автомобили,F класс,2019-09-30,3,0
Автоцентр-Бавария,BMW,X1,2018,DEU,F,2.0,Автомат,AWD,Нур-Султан,2,36397.33,72794.67,Акмолинская Область,Внедорожники,Компактные SUV,2019-01-31,1,1
Автоцентр-Бавария,BMW,X1,2019,DEU,F,2.0,Автомат,AWD,Усть-Каменогорск,1,36285.36,36285.36,Восточно-Казахстанская Область,Внедорожники,Компактные SUV,2019-04-30,2,0
Автоцентр-Бавария,BMW,X1,2019,DEU,F,2.0,Автомат,AWD,Нур-Султан,1,35960.64,35960.64,Акмолинская Область,Внедорожники,Компактные SUV,2019-06-30,2,0
Автоцентр-Бавария,BMW,X1,2019,DEU,F,1.5,Автомат,FWD,Нур-Султан,1,29288.7,29288.7,Акмолинская Область,Внедорожники,Компактные SUV,2019-06-30,2,0
Автоцентр-Бавария,BMW,X1,2019,DEU,F,1.5,Автомат,FWD,Алматы,1,29288.7,29288.7,Алматинская Область,Внедорожники,Компактные SUV,2019-06-30,2,0
Автоцентр-Бавария,BMW,X1,2019,DEU,F,2.0,Автомат,AWD,Нур-Султан,1,35795.21,35795.21,Акмолинская Область,Внедорожники,Компактные SUV,2019-07-31,3,0
Автоцентр-Бавария,BMW,X1,2019,DEU,F,1.5,Автомат,FWD,Алматы,1,29153.96,29153.96,Алматинская Область,Внедорожники,Компактные SUV,2019-07-31,3,0
Автоцентр-Бавария,BMW,X1,2019,DEU,F,2.0,Автомат,AWD,Костанай,1,35525.04,35525.04,Костанайская Область,Внедорожники,Компактные SUV,2019-08-31,3,0
Автоцентр-Бавария,BMW,X1,2019,DEU,F,1.5,Автомат,FWD,Алматы,1,28933.91,28933.91,Алматинская Область,Внедорожники,Компактные SUV,2019-08-31,3,0
Автоцентр-Бавария,BMW,X1,2019,DEU,F,1.5,Автомат,FWD,Алматы,1,28906.92,28906.92,Алматинская Область,Внедорожники,Компактные SUV,2019-09-30,3,0
Автоцентр-Бавария,BMW,X1,2019,DEU,F,2.0,Автомат,AWD,Алматы,1,35491.9,35491.9,Алматинская Область,Внедорожники,Компактные SUV,2019-09-30,3,0
Автоцентр-Бавария,BMW,X1,2019,DEU,F,1.5,Автомат,FWD,Нур-Султан,1,28906.92,28906.92,Акмолинская Область,Внедорожники,Компактные SUV,2019-09-30,3,0
Автоцентр-Бавария,BMW,X3,2018,USA,F,2.0,Автомат,AWD,Нур-Султан,1,44769.88,44769.88,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-01-31,1,1
Автоцентр-Бавария,BMW,X3,2018,USA,F,2.0,Автомат,AWD,Нур-Султан,1,40583.61,40583.61,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-01-31,1,1
Автоцентр-Бавария,BMW,X3,2018,USA,F,2.0,Автомат,AWD,Алматы,1,44769.88,44769.88,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-01-31,1,1
Автоцентр-Бавария,BMW,X3,2018,USA,F,2.0,Автомат,AWD,Алматы,1,40583.61,40583.61,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-01-31,1,1
Автоцентр-Бавария,BMW,X3,2018,USA,F,2.0,Автомат,AWD,Нур-Султан,3,40638.62,121915.87,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-02-28,1,1
Автоцентр-Бавария,BMW,X3,2018,USA,F,2.0,Автомат,AWD,Алматы,4,40638.62,162554.49,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-02-28,1,1
Автоцентр-Бавария,BMW,X3,2018,USA,F,2.0,Автомат,AWD,Алматы,4,44830.57,179322.29,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-02-28,1,1
Автоцентр-Бавария,BMW,X3,2018,USA,F,2.0,Автомат,AWD,Нур-Султан,1,44933.69,44933.69,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-03-31,1,1
Автоцентр-Бавария,BMW,X3,2018,USA,F,2.0,Автомат,AWD,Алматы,1,40732.1,40732.1,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-03-31,1,1
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Уральск,1,44632.15,44632.15,Западно-Казахстанская Область,Внедорожники,Среднеразмерные SUV,2019-04-30,2,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Усть-Каменогорск,2,40458.76,80917.51,Восточно-Казахстанская Область,Внедорожники,Среднеразмерные SUV,2019-04-30,2,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Нур-Султан,2,44632.15,89264.31,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-04-30,2,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Нур-Султан,2,40458.76,80917.51,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-04-30,2,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Алматы,2,44632.15,89264.31,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-04-30,2,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Алматы,3,40458.76,121376.27,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-04-30,2,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Уральск,1,43994.18,43994.18,Западно-Казахстанская Область,Внедорожники,Среднеразмерные SUV,2019-05-31,2,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Уральск,1,39901.7,39901.7,Западно-Казахстанская Область,Внедорожники,Среднеразмерные SUV,2019-05-31,2,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Усть-Каменогорск,1,39901.7,39901.7,Восточно-Казахстанская Область,Внедорожники,Среднеразмерные SUV,2019-05-31,2,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Нур-Султан,2,43994.18,87988.37,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-05-31,2,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Нур-Султан,3,39901.7,119705.1,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-05-31,2,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Алматы,2,39901.7,79803.4,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-05-31,2,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Усть-Каменогорск,2,39692.41,79384.81,Восточно-Казахстанская Область,Внедорожники,Среднеразмерные SUV,2019-06-30,2,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Нур-Султан,1,39692.41,39692.41,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-06-30,2,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Алматы,1,43763.42,43763.42,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-06-30,2,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Алматы,2,39692.41,79384.81,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-06-30,2,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Усть-Каменогорск,2,39509.8,79019.61,Восточно-Казахстанская Область,Внедорожники,Среднеразмерные SUV,2019-07-31,3,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Нур-Султан,1,39509.8,39509.8,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-07-31,3,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Алматы,1,43562.09,43562.09,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-07-31,3,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Алматы,2,39509.8,79019.61,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-07-31,3,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Усть-Каменогорск,1,39211.6,39211.6,Восточно-Казахстанская Область,Внедорожники,Среднеразмерные SUV,2019-08-31,3,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Нур-Султан,1,39211.6,39211.6,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-08-31,3,0
Автоцентр-Бавария,BMW,X3,2019,USA,F,2.0,Автомат,AWD,Нур-Султан,1,39175.02,39175.02,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-09-30,3,0
Автоцентр-Бавария,BMW,X4,2018,USA,F,2.0,Автомат,AWD,Костанай,1,45351.31,45351.31,Костанайская Область,Внедорожники,Среднеразмерные SUV,2019-01-31,1,1
Автоцентр-Бавария,BMW,X4,2018,USA,F,2.0,Автомат,AWD,Нур-Султан,1,45412.79,45412.79,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-02-28,1,1
Автоцентр-Бавария,BMW,X4,2018,USA,F,2.0,Автомат,AWD,Алматы,1,45412.79,45412.79,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-02-28,1,1
Автоцентр-Бавария,BMW,X4,2018,USA,F,2.0,Автомат,AWD,Нур-Султан,1,45517.24,45517.24,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-03-31,1,1
Автоцентр-Бавария,BMW,X4,2019,USA,F,2.0,Автомат,AWD,Алматы,2,45211.79,90423.58,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-04-30,2,0
Автоцентр-Бавария,BMW,X4,2019,USA,F,2.0,Автомат,AWD,Нур-Султан,1,48655.07,48655.07,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-05-31,2,0
Автоцентр-Бавария,BMW,X4,2019,USA,F,2.0,Автомат,AWD,Нур-Султан,1,44562.58,44562.58,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-05-31,2,0
Автоцентр-Бавария,BMW,X4,2019,USA,F,2.0,Автомат,AWD,Алматы,1,44562.58,44562.58,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-05-31,2,0
Автоцентр-Бавария,BMW,X4,2019,USA,F,2.0,Автомат,AWD,Алматы,1,48399.86,48399.86,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-06-30,2,0
Автоцентр-Бавария,BMW,X4,2019,USA,F,2.0,Автомат,AWD,Алматы,2,44328.84,88657.68,Алматинская Область,Внедорожники,Среднеразмерные SUV,2019-06-30,2,0
Автоцентр-Бавария,BMW,X4,2019,USA,F,2.0,Автомат,AWD,Усть-Каменогорск,1,44124.91,44124.91,Восточно-Казахстанская Область,Внедорожники,Среднеразмерные SUV,2019-07-31,3,0
Автоцентр-Бавария,BMW,X4,2019,USA,F,2.0,Автомат,AWD,Нур-Султан,1,48177.2,48177.2,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-07-31,3,0
Автоцентр-Бавария,BMW,X4,2019,USA,F,2.0,Автомат,AWD,Нур-Султан,2,44124.91,88249.82,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-07-31,3,0
Автоцентр-Бавария,BMW,X4,2019,USA,F,2.0,Автомат,AWD,Усть-Каменогорск,1,47813.57,47813.57,Восточно-Казахстанская Область,Внедорожники,Среднеразмерные SUV,2019-08-31,3,0
Автоцентр-Бавария,BMW,X4,2019,USA,F,2.0,Автомат,AWD,Нур-Султан,1,47813.57,47813.57,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-08-31,3,0
Автоцентр-Бавария,BMW,X4,2019,USA,F,2.0,Автомат,AWD,Нур-Султан,1,47768.97,47768.97,Акмолинская Область,Внедорожники,Среднеразмерные SUV,2019-09-30,3,0
Автоцентр-Бавария,BMW,X4,2019,USA,F,2.0,Автомат,AWD,Усть-Каменогорск,1,43751.02,43751.02,Восточно-Казахстанская Область,Внедорожники,Среднеразмерные SUV,2019-09-30,3,0
Автоцентр-Бавария,BMW,X4,2019,USA,F,2.0,Автомат,AWD,Усть-Каменогорск,1,47768.97,47768.97,Восточно-Казахстанская Область,Внедорожники,Среднеразмерные SUV,2019-09-30,3,0
Автоцентр-Бавария,BMW,X4,2019,USA,F,2.0,Автомат,AWD,Костанай,1,43751.02,43751.02,Костанайская Область,Внедорожники,Среднеразмерные SUV,2019-09-30,3,0
Автоцентр-Бавария,BMW,X5,2018,USA,F,3.0,Автомат,AWD,Уральск,1,70352.68,70352.68,Западно-Казахстанская Область,Внедорожники,Полноразмерные SUV,2019-01-31,1,1
Автоцентр-Бавария,BMW,X5,2018,USA,F,3.0,Автомат,AWD,Усть-Каменогорск,2,70352.68,140705.35,Восточно-Казахстанская Область,Внедорожники,Полноразмерные SUV,2019-01-31,1,1
Автоцентр-Бавария,BMW,X5,2018,USA,F,3.0,Автомат,AWD,Нур-Султан,7,70352.68,492468.73,Акмолинская Область,Внедорожники,Полноразмерные SUV,2019-01-31,1,1
Автоцентр-Бавария,BMW,X5,2018,USA,F,3.0,Автомат,AWD,Алматы,7,70352.68,492468.73,Алматинская Область,Внедорожники,Полноразмерные SUV,2019-01-31,1,1
Автоцентр-Бавария,BMW,X5,2018,USA,F,3.0,Автомат,AWD,Алматы,1,70352.68,70352.68,Алматинская Область,Внедорожники,Полноразмерные SUV,2019-01-31,1,1
Автоцентр-Бавария,BMW,X5,2018,USA,F,3.0,Автомат,AWD,Уральск,2,70448.04,140896.08,Западно-Казахстанская Область,Внедорожники,Полноразмерные SUV,2019-02-28,1,1
Автоцентр-Бавария,BMW,X5,2018,USA,F,3.0,Автомат,AWD,Нур-Султан,5,70448.04,352240.21,Акмолинская Область,Внедорожники,Полноразмерные SUV,2019-02-28,1,1
Автоцентр-Бавария,BMW,X5,2018,USA,F,3.0,Автомат,AWD,Нур-Султан,1,70448.04,70448.04,Акмолинская Область,Внедорожники,Полноразмерные SUV,2019-02-28,1,1
Автоцентр-Бавария,BMW,X5,2018,USA,F,3.0,Автомат,AWD,Алматы,3,70448.04,211344.12,Алматинская Область,Внедорожники,Полноразмерные SUV,2019-02-28,1,1
Автоцентр-Бавария,BMW,X5,2018,USA,F,3.0,Автомат,AWD,Алматы,1,70448.04,70448.04,Алматинская Область,Внедорожники,Полноразмерные SUV,2019-02-28,1,1
Автоцентр-Бавария,BMW,X5,2018,USA,F,3.0,Автомат,AWD,Костанай,1,70448.04,70448.04,Костанайская Область,Внедорожники,Полноразмерные SUV,2019-02-28,1,1
Автоцентр-Бавария,BMW,X5,2019,USA,F,3.0,Автомат,AWD,Нур-Султан,3,70610.08,211830.24,Акмолинская Область,Внедорожники,Полноразмерные SUV,2019-03-31,1,0
Автоцентр-Бавария,BMW,X5,2019,USA,F,4.4,Автомат,AWD,Алматы,1,88933.69,88933.69,Алматинская Область,Внедорожники,Полноразмерные SUV,2019-03-31,1,0
Автоцентр-Бавария,BMW,X5,2019,USA,F,3.0,Автомат,AWD,Алматы,8,70610.08,564880.64,Алматинская Область,Внедорожники,Полноразмерные SUV,2019-03-31,1,0
Автоцентр-Бавария,BMW,X5,2018,USA,D,3.0,Автомат,AWD,Алматы,1,68159.15,68159.15,Алматинская Область,Внедорожники,Полноразмерные SUV,2019-03-31,1,1
Автоцентр-Бавария,BMW,X5,2019,USA,F,3.0,Автомат,AWD,Костанай,1,70136.24,70136.24,Костанайская Область,Внедорожники,Полноразмерные SUV,2019-04-30,2,0
